Dam Name,NID ID,Owner Names,Primary Owner Type,Designer Names,Non-Federal Dam on Federal Property,Primary Purpose,Latitude,Longitude,State,County,City,Distance to Nearest City (Miles),Congressional District,American Indian/Alaska Native/Native Hawaiian,State Regulated Dam,Federally Regulated Dam,Dam Height (Ft),Hydraulic Height (Ft),Structural Height (Ft),NID Height (Ft),NID Height Category,Dam Length (Ft),Volume (Cubic Yards),Year Completed,Year Completed Category,Years Modified,NID Storage (Acre-Ft),Max Storage (Acre-Ft),Normal Storage (Acre-Ft),Surface Area (Acres),Drainage Area (Sq Miles),Max Discharge (Cubic Ft/Second),Spillway Type,Spillway Width (Ft),Outlet Gate Type,Data Last Updated,Last Inspection Date,Inspection Frequency,Hazard Potential Classification,Condition Assessment,Condition Assessment Date,Operational Status,Operational Status Date,EAP Prepared,EAP Last Revision Date,Inundation Maps Added to NID?,Website URL
Frd No 26,KS04380,UPPER WALNUT WJD NO 33,Local Government,USDA NRCS,No,Flood Risk Reduction,37.86590014,-96.65573679,Kansas,Butler,,,"Kansas, Congressional District 04",,Yes,No,34,30,34,34,25-50 feet,2710,98400,1977,1970-1979,,1702.39,1702.39,99,25.21,4.67,,Uncontrolled,40,None,5/2/2024,,,Low,,,,,Not Required,,No,https://damsafety.org/kansas
Frd No 12,KS05393,ELK RIVER WJD NO 47,Local Government,USDA NRCS,No,Flood Risk Reduction,37.43686389,-96.14143234,Kansas,Elk,LONGTON,6,"Kansas, Congressional District 04",,Yes,No,38,,,38,25-50 feet,1100,94872,1979,1970-1979,,2053.4,2053.4,140.6,34.3,4.15,2956,Uncontrolled,120,None,5/2/2024,2/19/2024,,Significant,Not Rated,,,,Yes,10/23/2017,No,https://damsafety.org/kansas
Frd No 18,KS04378,UPPER WALNUT WJD NO 33,Local Government,USDA NRCS,No,Flood Risk Reduction,38.02944744,-96.7633507,Kansas,Butler,,,"Kansas, Congressional District 04",,Yes,No,26,22,26,26,25-50 feet,2020,67560,1976,1970-1979,,1182.81,1182.81,72,26.17,2.31,,Uncontrolled,40,None,5/2/2024,,,Low,,,,,Not Required,,No,https://damsafety.org/kansas
Frd No 5,KS04372,UPPER WALNUT WJD NO 33,Local Government,USDA NRCS,No,Flood Risk Reduction,37.90338942,-96.88119727,Kansas,Butler,EL DORADO,6,"Kansas, Congressional District 04",,Yes,No,28,24,28,28,25-50 feet,1310,36970,1979,1970-1979,,580.08,580.08,29,9.88,1.2,735,Uncontrolled,40,None,5/2/2024,,,Low,,,,,Not Required,,No,https://damsafety.org/kansas
Frd No 3,KS05477,SOUTH FORK WJD NO 76,Local Government,USDA NRCS,No,Flood Risk Reduction,38.3060998,-96.57927429,Kansas,Chase,COTTONWOOD FALLS,5,"Kansas, Congressional District 02",,Yes,No,29,,,29,25-50 feet,900,57976,1988,1980-1989,,725,725,63,14,2.08,1328,Uncontrolled,40,None,5/2/2024,,,Low,,,,,Not Required,,No,https://damsafety.org/kansas
Frd No 34,KS05397,ELK RIVER WJD NO 47,Local Government,USDA NRCS,No,Flood Risk Reduction,37.54404354,-96.41479766,Kansas,Elk,HOWARD,10,"Kansas, Congressional District 04",,Yes,No,43,,,43,25-50 feet,3000,136093,1979,1970-1979,,1150,1150,107.8,16,2.02,1120,Uncontrolled,40,None,5/2/2024,,,Low,,,,,Not Required,,No,https://damsafety.org/kansas
Frd No 24,KS07379,SALT CREEK WJD NO 46,Local Government,USDA NRCS,No,Flood Risk Reduction,39.26148939,-98.20872765,Kansas,Mitchell,BARNARD,9,"Kansas, Congressional District 01",,Yes,No,43,,,43,25-50 feet,1560,220500,,Undetermined,,5551,5551,194,74,27.73,12537,Uncontrolled,360,None,5/2/2024,,,Low,,,,,Not Required,,No,https://damsafety.org/kansas
Quiver Creek Weir Dam,IL50212,US FISH AND WILDLIFE SERVICE,Federal,,No,Fish and Wildlife Pond,40.355831,-90.010277,Illinois,Mason,,,"Illinois, Congressional District 15",,Yes,Yes,15,13,17,17,Less than 25 feet,188,,1988,1980-1989,,2325,2325,754,250,261,6588,,113,Other Controlled,5/21/2021,9/9/2019,5,Low,Fair,9/9/2019,,,Not Required,,No,https://www.fws.gov/
Frd No 8-34,KS02181,TWIN CANEY WJD NO 34,Local Government,USDA NRCS,No,Flood Risk Reduction,37.14080261,-96.29598303,Kansas,Chautauqua,SEDAN,6,"Kansas, Congressional District 04",,Yes,No,43,40,46,46,25-50 feet,1270,92900,1965,1960-1969,2010,669,669,58,,,850,,55,None,5/2/2024,,,Low,Fair,,,,Not Required,,No,https://damsafety.org/kansas
Frd No 35,KS02264,BIG CANEY WJD NO 31,Local Government,USDA NRCS,No,Flood Risk Reduction,37.32477953,-96.39538869,Kansas,Elk,CEDAR VALE,17,"Kansas, Congressional District 04",,Yes,No,37,34,37,37,25-50 feet,1580,119990,1968,1960-1969,,1811.85,1811.85,165,32.97,3.96,920,Uncontrolled,120,None,5/2/2024,,,Low,,,,,Not Required,,No,https://damsafety.org/kansas
Frd No 12-3,KS02318,UPPER VERDIGRIS WJD NO 24,Local Government,USDA NRCS,No,Flood Risk Reduction,38.05933763,-96.01921885,Kansas,Greenwood,VIRGIL,6,"Kansas, Congressional District 04",,Yes,No,46,43,46,46,25-50 feet,865,99500,1965,1960-1969,2010,1455,1455,262,,,3600,,150,None,5/2/2024,,,Low,,,,,Not Required,,No,https://damsafety.org/kansas
Frd No Gs 35,KS02054,WALNUT CREEK WD NO 1,Local Government,USDA NRCS,No,Flood Risk Reduction,39.953933,-95.541331,Kansas,Brown,RESERVE,2,"Kansas, Congressional District 02",,Yes,No,36,33,36,36,25-50 feet,860,,1966,1960-1969,,220,220,100,,,,,40,None,5/2/2024,,,Low,,,,,Not Required,,No,https://damsafety.org/kansas
Frd No 21,KS02169,BIG CANEY WJD NO 31,Local Government,USDA NRCS,No,Flood Risk Reduction,37.18536806,-96.46343253,Kansas,Chautauqua,CEDARVALE,4,"Kansas, Congressional District 04",,Yes,No,46,43,46,46,25-50 feet,1570,197000,1967,1960-1969,2010,2230,2230,240,,,3670,,150,None,5/2/2024,,,Low,,,,,Not Required,,No,https://damsafety.org/kansas
Frd No F-10,KS02292,FALL RIVER WJD NO 21,Local Government,USDA NRCS,No,Flood Risk Reduction,37.81152661,-96.26376304,Kansas,Greenwood,,,"Kansas, Congressional District 04",,Yes,No,31,28,31,31,25-50 feet,1620,60620,1965,1960-1969,,646.68,646.68,40,9.87,1.35,215,Uncontrolled,40,None,5/2/2024,,,Low,,,,,Not Required,,No,https://damsafety.org/kansas
Frd No 15,KS02230,TIMBER CREEK WJD NO 38,Local Government,USDA NRCS,No,Flood Risk Reduction,37.36724691,-96.78925117,Kansas,Cowley,FLORAL,7,"Kansas, Congressional District 04",,Yes,No,32,30,33,33,25-50 feet,860,73160,1972,1970-1979,,722,722,88.61,19.09,1.46,1250,Uncontrolled,40,None,5/2/2024,4/22/2022,,Significant,Satisfactory,6/28/2023,,,Yes,6/15/2017,No,https://damsafety.org/kansas
Frd No 22,KS02448,"ATCHISON, CITY OF",Local Government,USDA NRCS,No,Flood Risk Reduction,39.55266541,-95.1527783,Kansas,Atchison,ATCHISON,,"Kansas, Congressional District 02",,Yes,No,51,46,58,58,51-100 feet,530,73000,1965,1960-1969,,174.21,174.21,32,3.74,0.14,1100,,40,None,5/2/2024,3/29/2021,,High,Satisfactory,1/13/2022,,,Yes,6/19/2012,No,https://damsafety.org/kansas
Frd No E-5,KS02283,FALL RIVER WJD NO 21,Local Government,USDA NRCS,No,Flood Risk Reduction,38.00390921,-96.39084177,Kansas,Greenwood,EUREKA,14,"Kansas, Congressional District 04",,Yes,No,37,34,37,37,25-50 feet,1390,98300,1965,1960-1969,,540,540,42,9.18,1.45,200,Uncontrolled,40,None,5/2/2024,,,Low,,,,,Not Required,,No,https://damsafety.org/kansas
Frd No W-2,KS02299,FALL RIVER WJD NO 21,Local Government,USDA NRCS,No,Flood Risk Reduction,37.99776384,-96.51752756,Kansas,Greenwood,EUREKA,17,"Kansas, Congressional District 04",,Yes,No,43,40,43,43,25-50 feet,1975,152800,1964,1960-1969,,1355.37,1355.37,67,13.8,3.13,235,Uncontrolled,40,None,5/2/2024,,,Low,,,,,Not Required,,No,https://damsafety.org/kansas
Frd No M-2,KS02016,WALNUT CREEK WD NO 1,Local Government,USDA NRCS,No,Flood Risk Reduction,39.880951,-95.699743,Kansas,Brown,PADONIA,10,"Kansas, Congressional District 02",,Yes,No,42,39,42,42,25-50 feet,1170,112800,1964,1960-1969,,899.9,899.9,135,13.54,2.73,,Uncontrolled,40,None,5/2/2024,,,Low,,,,,Not Required,,No,https://damsafety.org/kansas
Frd No W-5,KS02030,WALNUT CREEK WD NO 1,Local Government,USDA NRCS,No,Flood Risk Reduction,39.81832303,-95.66432043,Kansas,Brown,PADONIA,10,"Kansas, Congressional District 02",Kickapoo (KS) Reservation,Yes,No,41,38,41,41,25-50 feet,1360,103000,1963,1960-1969,,2601,2601,353,57,7.33,,Uncontrolled,100,None,5/2/2024,4/8/2024,,Significant,Poor,10/10/2019,,,Yes,8/24/2023,No,https://damsafety.org/kansas
Frd No W-4,KS02029,WALNUT CREEK WD NO 1,Local Government,USDA NRCS,No,Flood Risk Reduction,39.844882,-95.625112,Kansas,Brown,PADONIA,7,"Kansas, Congressional District 02",,Yes,No,35,32,35,35,25-50 feet,660,50500,1964,1960-1969,,371.16,371.16,62,9.63,2.06,297,Uncontrolled,40,None,5/2/2024,,,Low,,,,,Not Required,,No,https://damsafety.org/kansas
Frd No W-3,KS02028,WALNUT CREEK WD NO 1,Local Government,USDA NRCS,No,Flood Risk Reduction,39.866712,-95.611132,Kansas,Brown,PADONIA,5,"Kansas, Congressional District 02",,Yes,No,34,31,34,34,25-50 feet,1990,129000,1966,1960-1969,,1098.18,1098.18,89,17.22,2.66,,Uncontrolled,100,None,5/2/2024,,,Low,,,,,Not Required,,No,https://damsafety.org/kansas
Frd No T-2,KS02023,WALNUT CREEK WD NO 1,Local Government,USDA NRCS,No,Flood Risk Reduction,39.91777818,-95.65005441,Kansas,Brown,HAMLIN,1,"Kansas, Congressional District 02",,Yes,No,38,35,38,38,25-50 feet,490,60780,1965,1960-1969,,707.86,707.86,70,13.6,2.48,,Uncontrolled,60,None,5/2/2024,,,Low,,,,,Not Required,,No,https://damsafety.org/kansas
Frd No B1-7,KS02165,BEE CREEK WJD NO 15,Local Government,USDA NRCS,No,Flood Risk Reduction,37.18599014,-96.02424286,Kansas,Chautauqua,HAVANA,8,"Kansas, Congressional District 04",,Yes,No,38,35,38,38,25-50 feet,1240,91280,1967,1960-1969,,825,825,506.65,20.06,3.05,1175,Uncontrolled,100,None,5/2/2024,,,Low,,,,,Not Required,,No,https://damsafety.org/kansas
Frd No 30,KS02237,TIMBER CREEK WJD NO 38,Local Government,USDA NRCS,No,Flood Risk Reduction,37.29585651,-96.95024472,Kansas,Cowley,WINFIELD,4,"Kansas, Congressional District 04",,Yes,No,43,40,43,43,25-50 feet,1175,92700,1972,1970-1979,,1201.45,1201.45,171,24.14,2.49,,Uncontrolled,40,None,5/2/2024,4/28/2023,,Significant,Fair,7/31/2018,,,No,,No,https://damsafety.org/kansas
Mcadoo Road-Fill Dam,KS00227,BARBER COUNTY,Local Government,USDA NRCS,No,Flood Risk Reduction,37.45694,-98.831143,Kansas,Barber,MEDICINE LODGE,20,"Kansas, Congressional District 04",,Yes,No,39,39,47,47,25-50 feet,1950,312900,1972,1970-1979,,4994,4994,135,32,0.03,3850,,550,None,5/2/2024,,,Low,,,,,Not Required,,No,https://damsafety.org/kansas
Frd No 33,KS02114,LITTLE WALNUT-HICKORY WJD NO 18,Local Government,USDA NRCS,No,Flood Risk Reduction,37.63778502,-96.56733724,Kansas,Butler,DOUGLASS,25,"Kansas, Congressional District 04",,Yes,No,19,17,23,23,Less than 25 feet,1500,57190,1967,1960-1969,2017,359.41,359.41,20.46,7.33,0.77,928,Uncontrolled,40,None,5/2/2024,11/28/2016,,Low,,,,,Not Required,,No,https://damsafety.org/kansas
Frd No 31,KS02112,LITTLE WALNUT-HICKORY WJD NO 18,Local Government,A&E;USDA NRCS,No,Flood Risk Reduction,37.63690014,-96.53495558,Kansas,Butler,DOUGLASS,27,"Kansas, Congressional District 04",,Yes,No,22,21,24,24,Less than 25 feet,1578,60460,1967,1960-1969,,524,524,30.5,11,1.13,260,Uncontrolled,40,None,5/2/2024,10/8/2003,,Low,,1/6/2005,,,Not Required,,No,https://damsafety.org/kansas
Frd No 30,KS02111,LITTLE WALNUT-HICKORY WJD NO 18,Local Government,RHK ENTERPRISES INC;USDA NRCS,No,Flood Risk Reduction,37.65331731,-96.65993365,Kansas,Butler,DOUGLASS,21,"Kansas, Congressional District 04",,Yes,No,30,27,35,35,25-50 feet,900,48300,1967,1960-1969,2016,657.47,657.47,46,12,1.7,,Uncontrolled,40,None,5/2/2024,5/5/2016,,Low,,,,,Not Required,,No,https://damsafety.org/kansas
Frd No 2,KS02129,ROCK CREEK WJD NO 28,Local Government,USDA NRCS,No,Flood Risk Reduction,37.49659855,-96.91427913,Kansas,Butler,WINFIELD,21,"Kansas, Congressional District 04",,Yes,No,38,38,41,41,25-50 feet,1945,126750,1972,1970-1979,,2120.1,2120.1,188.14,35.9,4.41,,Uncontrolled,155,None,5/2/2024,7/13/2020,,Significant,Satisfactory,8/5/2020,,,Yes,5/22/2017,No,https://damsafety.org/kansas
Frd No 4-6,KS02126,MUDDY CREEK WJD NO 27,Local Government,USDA NRCS,No,Flood Risk Reduction,37.5531147,-96.91676925,Kansas,Butler,WINFIELD,25,"Kansas, Congressional District 04",,Yes,No,45,45,54,54,51-100 feet,3400,238400,1967,1960-1969,,10825,10825,513,93.1,29.55,14387,Uncontrolled,400,None,5/2/2024,12/1/2022,,High,Poor,3/3/2020,,,Yes,5/22/2017,No,https://damsafety.org/kansas
Frd No 39,KS02120,LITTLE WALNUT-HICKORY WJD NO 18,Local Government,USDA NRCS,No,Flood Risk Reduction,37.5920025,-96.58091602,Kansas,Butler,DOUGLASS,24,"Kansas, Congressional District 04",,Yes,No,30,27,30,30,25-50 feet,1280,57600,1965,1960-1969,,1278.27,1278.27,543.95,73.27,3.42,885,Uncontrolled,50,None,5/2/2024,,,Low,,,,,Not Required,,No,https://damsafety.org/kansas
Frd No 10,KS02436,"ATCHISON, CITY OF",Local Government,USDA NRCS,No,Flood Risk Reduction,39.543567,-95.183508,Kansas,Atchison,ATCHISON,2,"Kansas, Congressional District 02",,Yes,No,42,44,49,49,25-50 feet,1000,119800,1964,1960-1969,,451,451,63,8.5,0.48,3100,,60,None,5/2/2024,2/13/2023,,High,Satisfactory,9/11/2023,,,Yes,6/18/2012,No,https://damsafety.org/kansas
Frd No 2-3,KS02353,UPPER VERDIGRIS WJD NO 24,Local Government,USDA NRCS,No,Flood Risk Reduction,38.20436183,-96.33190737,Kansas,Lyon,MADISON,12,"Kansas, Congressional District 02",,Yes,No,45,42,45,45,25-50 feet,1920,176777,1962,1960-1969,,1858,1858,138,27.25,5.47,4772,Uncontrolled,150,None,5/2/2024,,,Low,,,,,Not Required,,No,https://damsafety.org/kansas
Stucker Fork Dam No. 69,IN03716,DEPARTMENT OF NATURAL RESOURCES,State,USDA NRCS,No,Flood Risk Reduction,38.58456015,-85.81510579,Indiana,Scott,UNDERWOOD,3,"Indiana, Congressional District 09",,Yes,No,25,,,25,25-50 feet,640,,1983,1980-1989,,225,225,55,10,0.48,0,Uncontrolled,20,None,5/24/2021,2/23/2017,3,Significant,Fair,8/30/2012,,,No,,No,https://damsafety.org/indiana
Frd No B1-6,KS02164,BEE CREEK WJD NO 15,Local Government,USDA NRCS,No,Flood Risk Reduction,37.20424887,-96.02347901,Kansas,Chautauqua,HAVANA,9,"Kansas, Congressional District 04",,Yes,No,44,41,44,44,25-50 feet,1550,158700,1965,1960-1969,,920,920,108,17.23,3.42,1160,Uncontrolled,40,None,5/2/2024,,,Low,,,,,Not Required,,No,https://damsafety.org/kansas
Frd No 2,KS02159,GRANT-SHANGHAI WD NO 14,Local Government,USDA NRCS,No,Flood Risk Reduction,37.14566709,-96.36984718,Kansas,Chautauqua,WAUNETA,2,"Kansas, Congressional District 04",,Yes,No,29,26,29,29,25-50 feet,870,38484,1965,1960-1969,,698.5,698.5,51,14.1,1.6,365,Uncontrolled,40,None,5/2/2024,,,Low,,,,,Not Required,,No,https://damsafety.org/kansas
Busseron Dam No. G-5,IN00070,BUSSERON CONSERVANCY DISTRICT,Local Government,USDA NRCS,No,Flood Risk Reduction,39.24830432,-87.31817727,Indiana,Sullivan,HYMERA,4,"Indiana, Congressional District 08",,Yes,No,29,29,29,29,25-50 feet,520,,1964,1960-1969,,471,471,46,8,1.56,2480,None,0,None,5/24/2021,3/22/2017,5,Low,Fair,8/26/2011,,,No,,No,https://damsafety.org/indiana
Twelve Mile Creek Watershed Site 72-1,IA01994,Union County SWCD,Local Government,USDA NRCS,No,"Fire Protection, Stock, Or Small Fish Pond",41.0975,-94.3212,Iowa,Union,AFTON,10,"Iowa, Congressional District 03",,Yes,No,27,,,27,25-50 feet,550,21465,1979,1970-1979,,148,148,30,5.9,0.56,0,Uncontrolled,0,,5/24/2021,,,Low,Not Rated,,,,Not Required,,No,https://damsafety.org/iowa
Mill Picayune Watershed Site M-22-1,IA01989,Shelby County SWCD,Local Government,USDA NRCS,No,"Fire Protection, Stock, Or Small Fish Pond",41.8172,-95.4857,Iowa,Shelby,MANTENO,3,"Iowa, Congressional District 04",,Yes,No,34,,,34,25-50 feet,550,49320,1978,1970-1979,,233,233,102,11,0.63,0,Uncontrolled,0,,5/24/2021,,,Low,Not Rated,,,,Not Required,,No,https://damsafety.org/iowa
Bee Jay Watershed Site 4,IA02691,East Pottawattamie County SWCD,Local Government,USDA NRCS,No,"Fire Protection, Stock, Or Small Fish Pond",41.35,-95.4,Iowa,Pottawattamie,OAKLAND,3,"Iowa, Congressional District 04",,Yes,No,31,,,31,25-50 feet,0,30500,1977,1970-1979,,35,35,15,3,0.17,0,Uncontrolled,0,,5/24/2021,,,Low,Not Rated,,,,Not Required,,No,https://damsafety.org/iowa
Waubonsie Cr. Watershed Site 3-1-2,IA02296,Fremont County SWCD,Local Government,USDA NRCS,No,"Fire Protection, Stock, Or Small Fish Pond",40.8799,-95.7154,Iowa,Fremont,BARTLETT,5,"Iowa, Congressional District 04",,Yes,No,47,,,47,25-50 feet,286,40000,1984,1980-1989,,254,254,209,9.1,0.16,0,Uncontrolled,0,,5/24/2021,,,Low,Not Rated,,,,Not Required,,No,https://damsafety.org/iowa
Mill Picayune Watershed Site P-4,IA03046,Shelby County SWCD,Local Government,USDA NRCS,No,"Fire Protection, Stock, Or Small Fish Pond",41.7742,-95.5367,Iowa,Shelby,WOODBINE,10,"Iowa, Congressional District 04",,Yes,No,35,,,35,25-50 feet,240,6400,1995,1990-1999,,170,170,24,4.3,5.31,0,Uncontrolled,0,,5/24/2021,,,Low,Not Rated,,,,Not Required,,No,https://damsafety.org/iowa
Honey Creek Watershed Site C-7,IA01951,Lucas County SWCD,Local Government,USDA NRCS,No,"Fire Protection, Stock, Or Small Fish Pond",40.9589,-93.1589,Iowa,Lucas,RATHBUN RESERVOIR,4,"Iowa, Congressional District 03",,Yes,No,27,,,27,25-50 feet,400,16400,1954,1950-1959,,99,99,60,6.7,0.4,0,Uncontrolled,0,,5/24/2021,,,Low,Not Rated,,,,Not Required,,No,https://damsafety.org/iowa
Mosquito Creek Watershed Site 6-5,IA01979,Harrison County SWCD,Local Government,USDA NRCS,No,"Fire Protection, Stock, Or Small Fish Pond",41.5524,-95.5996,Iowa,Harrison,YORKSHIRE,4,"Iowa, Congressional District 04",,Yes,No,47,,,47,25-50 feet,610,0,1979,1970-1979,,251,251,69,10.5,0.82,0,Uncontrolled,0,,5/24/2021,,,Low,Not Rated,,,,Not Required,,No,https://damsafety.org/iowa
Arcola Subwatershed Site 2-3090,IA02724,Monona County SWCD,Local Government,USDA NRCS,No,"Fire Protection, Stock, Or Small Fish Pond",42.0444,-95.9631,Iowa,Monona,TURIN,3,"Iowa, Congressional District 04",,Yes,No,27,,,27,25-50 feet,0,10500,1965,1960-1969,,19,19,9,2,0.36,0,Uncontrolled,0,,5/24/2021,,,Low,Not Rated,,,,Not Required,,No,https://damsafety.org/iowa
East Fork Big Cr Watershed Site E-10,IA02647,Decatur County SWCD,Local Government,USDA NRCS,No,Flood Risk Reduction,40.6,-93.9,Iowa,Decatur,STATE OF MISSOURI,4,"Iowa, Congressional District 03",,Yes,No,17,,,17,Less than 25 feet,585,14200,1990,1990-1999,,78,78,16,4.6,0.23,0,Uncontrolled,0,,5/24/2021,,,Low,Not Rated,,,,Not Required,,No,https://damsafety.org/iowa
English Bench Watershed Site 8,IA02673,Allamakee County SWCD,Local Government,USDA NRCS,No,"Fire Protection, Stock, Or Small Fish Pond",43.43,-91.45,Iowa,Allamakee,MISSISSIPPI RIVER,9,"Iowa, Congressional District 02",,Yes,No,34,,,34,25-50 feet,0,16900,1971,1970-1979,,30,30,18,2,0.17,0,Uncontrolled,0,,5/24/2021,,,Low,Not Rated,,,,Not Required,,No,https://damsafety.org/iowa
Mill Picayune Watershed Site P-1,IA02303,Shelby County SWCD,Local Government,USDA NRCS,No,"Fire Protection, Stock, Or Small Fish Pond",41.7938,-95.4975,Iowa,Shelby,WOODBINE,16,"Iowa, Congressional District 04",,Yes,No,41,,,41,25-50 feet,628,50000,1984,1980-1989,,290,290,113,12,0.57,0,Uncontrolled,0,,5/24/2021,,,Low,Not Rated,,,,Not Required,,No,https://damsafety.org/iowa
Troublesome Cr Watershed Site 45,IA02332,Audubon County SWCD,Local Government,USDA NRCS,No,"Fire Protection, Stock, Or Small Fish Pond",41.5671,-94.8163,Iowa,Audubon,ATLANTIC,19,"Iowa, Congressional District 04",,Yes,No,27,,,27,25-50 feet,530,25400,1985,1980-1989,,114,114,30,4.7,0.3,0,Uncontrolled,0,,5/24/2021,,,Low,Not Rated,,,,Not Required,,No,https://damsafety.org/iowa
Twelve Mile Creek Watershed Site 30,IA02325,Union County SWCD,Local Government,USDA NRCS,No,"Fire Protection, Stock, Or Small Fish Pond",40.9512,-94.0152,Iowa,Union,WESTERVILLE,18,"Iowa, Congressional District 03",,Yes,No,35,,,35,25-50 feet,490,36900,1986,1980-1989,,175,175,49,6.4,0.58,0,Uncontrolled,0,,5/24/2021,,,Low,Not Rated,,,,Not Required,,No,https://damsafety.org/iowa
Busseron Dam No. D-4,IN00125,BUSSERON CONSERVANCY DISTRICT,Local Government,USDA NRCS,No,Flood Risk Reduction,39.13574358,-87.23203638,Indiana,Greene,SULLIVAN,10,"Indiana, Congressional District 08",,Yes,No,32,32,32,32,25-50 feet,612,,1965,1960-1969,,816,816,106,14,1.95,4217,None,0,None,5/24/2021,3/23/2018,3,Significant,Fair,3/12/2012,,,No,,No,https://damsafety.org/indiana
Mill Picayune Watershed Site P-47-3,IA01986,Shelby County SWCD,Local Government,USDA NRCS,No,"Fire Protection, Stock, Or Small Fish Pond",41.756,-95.5457,Iowa,Shelby,WOODBINE,10,"Iowa, Congressional District 04",,Yes,No,38,,,38,25-50 feet,650,30374,1978,1970-1979,,118,118,47,7,0.32,0,Uncontrolled,0,,5/24/2021,,,Low,Not Rated,,,,Not Required,,No,https://damsafety.org/iowa
Upper Big Blue River Structure No. 3,IN00231,BIG BLUE RIVER CONSERVANCY DISTRICT,Local Government,USDA NRCS,No,Flood Risk Reduction,39.76150107,-85.54355059,Indiana,Rush,CARTHAGE,3,"Indiana, Congressional District 06",,Yes,No,54,54,54,54,51-100 feet,840,,1974,1970-1979,,3840,3840,355,44,11.35,12337,Uncontrolled,0,None,5/24/2021,4/18/2019,3,Significant,Fair,6/20/2013,,,No,,No,https://damsafety.org/indiana
North Pigeon Cr Watershed Site 11-1,IA02006,West Pottawattamie County SWCD,Local Government,USDA NRCS,No,"Fire Protection, Stock, Or Small Fish Pond",41.4615,-95.8163,Iowa,Pottawattamie,CRESCENT,6,"Iowa, Congressional District 04",,Yes,No,81,,,81,51-100 feet,500,0,1978,1970-1979,,63,63,45,3.8,0.14,0,Uncontrolled,0,,5/24/2021,,,Low,Not Rated,,,,Not Required,,No,https://damsafety.org/iowa
Delaney Creek Dam No. 12,IN03253,DELANEY CREEK CONSERVANCY DISTRICT,Local Government,USDA - NRCS;USDA NRCS,No,Flood Risk Reduction,38.68654823,-86.02117249,Indiana,Washington,MILLPORT,10,"Indiana, Congressional District 09",,Yes,No,38,,,38,25-50 feet,314,,1982,1980-1989,,147,147,16,3,0.45,2400,Uncontrolled,20,Slide (sluice gate),5/24/2021,8/23/2018,2,High,Fair,8/15/2007,,,No,,No,https://damsafety.org/indiana
Muddy Fork Structure No. 6,IN04005,MUDDY FORK OF SILVER CREEK WATERSHED C.D,Local Government,USDA NRCS,No,Flood Risk Reduction,38.43614231,-85.89773873,Indiana,Clark,CARWOOD,2,"Indiana, Congressional District 09",,Yes,No,52,52,52,52,51-100 feet,1000,,2004,Since 2000,,1422,1422,81,13,2.6,17831,Uncontrolled,200,Valve,5/24/2021,8/6/2019,2,High,Fair,7/16/2007,,,Yes,,No,https://damsafety.org/indiana
Busseron Dam No. G-2,IN00092,BUSSERON CONSERVANCY DISTRICT,Local Government,USDA NRCS,No,Flood Risk Reduction,39.23727045,-87.30640117,Indiana,Sullivan,HYMERA,4,"Indiana, Congressional District 08",,Yes,No,30,30,30,30,25-50 feet,485,,1964,1960-1969,,305,305,71,8,0.87,2540,None,120,None,5/24/2021,3/2/2018,3,Significant,Fair,3/9/2012,,,No,,No,https://damsafety.org/indiana
Dayton                                                           ,IL00008,,Not Listed,STONE & WEBSTER,No,Navigation,41.39,-88.7876,Illinois,LaSalle,Ottawa                                            ,3,"Illinois, Congressional District 14",,Yes,Yes,23,24,26,26,25-50 feet,963,,1925,1920-1929,,1800,1800,605,200,2642,41200,Controlled,,Slide (sluice gate)4,4/12/2023,7/29/2019,3,Low,Satisfactory,4/11/2023,Normal Operations,4/11/2023,Not Required,11/28/2022,No,https://www.ferc.gov/dam-safety-and-inspections
Stucker Fork Dam No. 13,IN00649,STUCKER FORK CONSERVANCY DISTRICT,Local Government,USDA NRCS,No,Flood Risk Reduction,38.62448842,-85.85842286,Indiana,Scott,AUSTIN-OFFSTREAM,5,"Indiana, Congressional District 09",,Yes,No,35,40,40,40,25-50 feet,990,,1976,1970-1979,,871,871,64,14.8,2.4,2361,None,0,None,5/24/2021,12/11/2015,5,Low,Fair,12/11/2015,,,No,,No,https://damsafety.org/indiana
Big Coon Subwatershed Site 2-10a,IA03248,Woodbury County SWCD,Local Government,USDA NRCS,No,"Fire Protection, Stock, Or Small Fish Pond",42.3808,-95.835,Iowa,Woodbury,Anthon,2,"Iowa, Congressional District 04",,Yes,No,47,,,47,25-50 feet,1028,111400,1999,1990-1999,,122,122,22,2.5,0.73,0,Uncontrolled,0,,5/24/2021,,,Low,Not Rated,,,,Not Required,,No,https://damsafety.org/iowa
Turkey Creek Watershed Site 58d,IA03510,Cass County SWCD,Local Government,USDA NRCS,No,Grade Stabilization,41.4449,-94.7512,Iowa,Cass,Anita,0,"Iowa, Congressional District 03",,Yes,No,30,,,30,25-50 feet,650,39200,2004,Since 2000,,403,403,37,11.3,1.33,0,Uncontrolled,2,,5/24/2021,,,Low,Not Rated,,,,Not Required,,No,https://damsafety.org/iowa
Turkey Creek Watershed Site 39-9,IA03509,Cass County SWCD,Local Government,USDA NRCS,No,Grade Stabilization,41.4189,-94.8631,Iowa,Cass,Wiota,2,"Iowa, Congressional District 03",,Yes,No,23,,,23,Less than 25 feet,475,20800,2004,Since 2000,,61,61,37,5.6,0.23,0,Uncontrolled,1,,5/24/2021,,,Low,Not Rated,,,,Not Required,,No,https://damsafety.org/iowa
